Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GradeClass
0.0,0.0,0.0,0.5,0.48691124714841355,0.5862068965517241,1.0,0.0,0.0,1.0,0.0,0.0,four
1.0,0.0,1.0,0.25,0.505460294236828,0.4827586206896552,0.0,0.5,1.0,1.0,0.0,0.0,three
1.0,1.0,0.0,0.0,0.1765617693955315,0.5517241379310345,1.0,0.5,0.0,0.0,0.0,0.0,four
1.0,0.0,0.3333333333333333,0.75,0.8136142011450447,1.0,0.0,0.5,1.0,0.0,0.0,1.0,four
0.6666666666666666,0.0,0.0,0.25,0.542330126334551,0.3103448275862069,0.0,0.5,0.0,0.0,1.0,0.0,three
0.3333333333333333,1.0,0.0,0.75,0.13117761157472954,0.06896551724137931,0.0,0.75,0.0,0.0,0.0,1.0,two
0.0,0.0,0.0,0.5,0.7669848636712242,0.8620689655172413,0.0,0.25,1.0,0.0,0.0,0.0,four
0.3333333333333333,1.0,0.3333333333333333,0.0,0.933462905434875,1.0,1.0,0.25,0.0,0.0,0.0,0.0,four
1.0,1.0,1.0,1.0,0.9483428898890263,0.6896551724137931,0.0,0.5,1.0,0.0,0.0,0.0,four
1.0,1.0,0.0,0.25,0.36938901399642,0.5172413793103449,0.0,0.5,0.0,0.0,0.0,0.0,four
0.3333333333333333,1.0,0.0,0.75,0.1356197117720711,0.1724137931034483,0.0,1.0,0.0,0.0,1.0,0.0,two
0.3333333333333333,0.0,0.0,0.25,0.5189426239737155,0.06896551724137931,0.0,0.5,0.0,1.0,0.0,0.0,two
0.3333333333333333,1.0,0.0,0.75,0.11268578017851197,0.27586206896551724,0.0,0.75,0.0,0.0,1.0,0.0,three
1.0,0.0,0.0,0.0,0.9350080795265084,0.3448275862068966,0.0,0.75,1.0,0.0,0.0,0.0,two
1.0,0.0,0.0,0.5,0.18373775850743032,0.6896551724137931,0.0,0.75,1.0,0.0,0.0,0.0,four
0.0,0.0,0.6666666666666666,0.5,0.25300348595239625,0.41379310344827586,1.0,0.0,0.0,1.0,0.0,0.0,four
0.0,0.0,0.0,0.75,0.40705105566956706,0.5862068965517241,0.0,1.0,0.0,0.0,0.0,1.0,four
1.0,0.0,0.0,0.75,0.38355197520032625,0.8620689655172413,0.0,0.25,0.0,1.0,0.0,0.0,four
0.3333333333333333,0.0,1.0,0.75,0.7955234302264145,0.7241379310344828,0.0,0.0,1.0,1.0,0.0,0.0,four
0.3333333333333333,0.0,0.0,0.75,0.4567884116147956,0.9310344827586207,1.0,0.5,1.0,1.0,0.0,0.0,four
0.0,0.0,1.0,0.25,0.17091163219049954,0.7931034482758621,0.0,0.25,0.0,0.0,0.0,0.0,four
1.0,0.0,0.0,0.25,0.26746413895113674,0.896551724137931,1.0,0.25,0.0,0.0,0.0,0.0,four
0.0,0.0,0.6666666666666666,0.25,0.5096456997101223,0.7241379310344828,1.0,0.25,0.0,1.0,0.0,0.0,four
0.0,1.0,0.3333333333333333,0.25,0.147570483050114,0.10344827586206896,1.0,0.25,1.0,1.0,0.0,0.0,one
0.6666666666666666,1.0,0.6666666666666666,0.25,0.6123058689834735,0.7241379310344828,1.0,0.75,1.0,1.0,0.0,0.0,four
0.6666666666666666,1.0,1.0,0.5,0.5663446986657732,0.7931034482758621,1.0,0.25,0.0,0.0,0.0,0.0,four
0.6666666666666666,0.0,0.0,0.25,0.7154709179344264,0.2413793103448276,0.0,0.5,0.0,0.0,0.0,0.0,two
0.3333333333333333,1.0,1.0,0.5,0.938729552335514,0.41379310344827586,1.0,1.0,0.0,0.0,0.0,0.0,two
1.0,1.0,0.0,0.25,0.9132502482725541,0.3103448275862069,0.0,0.5,0.0,1.0,0.0,0.0,two
1.0,1.0,0.0,0.25,0.947110174546906,0.034482758620689655,1.0,0.75,1.0,1.0,0.0,0.0,zero
1.0,0.0,0.0,0.5,0.24494398243343093,0.2413793103448276,0.0,1.0,0.0,0.0,1.0,0.0,two
1.0,0.0,0.3333333333333333,0.5,0.13166361958482634,0.1724137931034483,0.0,0.25,1.0,0.0,0.0,0.0,two
0.6666666666666666,0.0,0.0,0.5,0.30257124717744677,0.5172413793103449,0.0,0.5,0.0,0.0,0.0,0.0,four
0.3333333333333333,0.0,0.3333333333333333,0.5,0.8960611125663932,0.5862068965517241,0.0,0.75,0.0,0.0,1.0,0.0,three
0.3333333333333333,1.0,0.3333333333333333,0.25,0.9731178853000072,0.5517241379310345,0.0,1.0,1.0,0.0,0.0,0.0,three
0.6666666666666666,1.0,0.6666666666666666,0.5,0.8602598072977491,0.1724137931034483,0.0,0.75,0.0,0.0,0.0,0.0,two
0.3333333333333333,1.0,0.6666666666666666,0.0,0.11009125127014582,0.41379310344827586,1.0,0.25,1.0,0.0,1.0,0.0,four
0.6666666666666666,1.0,0.0,0.25,0.9484641290898146,0.7586206896551724,0.0,1.0,0.0,0.0,1.0,0.0,four
1.0,0.0,0.0,0.5,0.423791776528221,0.4482758620689655,0.0,0.25,0.0,1.0,0.0,0.0,four
0.6666666666666666,0.0,0.0,0.0,0.009268091158864051,1.0,1.0,0.5,1.0,1.0,0.0,0.0,four
1.0,0.0,0.0,0.25,0.442849357489802,0.8620689655172413,0.0,0.5,0.0,1.0,0.0,0.0,four
1.0,1.0,0.0,1.0,0.04606919434548777,0.6896551724137931,0.0,0.5,0.0,1.0,1.0,0.0,four
0.0,0.0,0.0,1.0,0.5444501604517227,1.0,0.0,0.75,1.0,0.0,0.0,0.0,four
0.6666666666666666,0.0,0.0,0.25,0.3388902968943793,0.3103448275862069,1.0,0.75,0.0,1.0,0.0,0.0,two
0.0,1.0,1.0,0.0,0.47392623841063125,0.7931034482758621,0.0,0.75,0.0,1.0,0.0,0.0,four
0.6666666666666666,1.0,0.3333333333333333,0.25,0.6138222600278511,0.3448275862068966,0.0,0.0,1.0,0.0,1.0,0.0,four
0.6666666666666666,0.0,0.0,0.25,0.8697468498456503,0.41379310344827586,0.0,0.5,0.0,0.0,1.0,0.0,three
0.0,0.0,0.3333333333333333,0.75,0.6626095251262738,0.3793103448275862,0.0,0.75,0.0,1.0,0.0,0.0,three
0.0,0.0,0.0,0.25,0.4344948652795708,0.27586206896551724,0.0,0.5,0.0,1.0,0.0,0.0,three
0.6666666666666666,0.0,0.0,0.5,0.8203168467876393,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,0.0,one
0.3333333333333333,0.0,0.3333333333333333,0.25,0.9065701785505028,0.20689655172413793,1.0,0.75,1.0,0.0,0.0,0.0,one
1.0,0.0,0.0,1.0,0.11984469969195131,0.7931034482758621,0.0,0.75,0.0,1.0,0.0,0.0,four
0.0,1.0,0.0,0.25,0.5324915301503421,0.9655172413793104,0.0,0.0,0.0,1.0,0.0,0.0,four
1.0,1.0,1.0,0.5,0.2847860771344619,0.7241379310344828,1.0,0.75,0.0,0.0,1.0,0.0,four
0.3333333333333333,1.0,0.6666666666666666,0.25,0.04706238467696686,0.034482758620689655,0.0,1.0,0.0,0.0,1.0,0.0,one
0.3333333333333333,0.0,0.3333333333333333,0.5,0.6692622634678006,0.20689655172413793,0.0,0.5,1.0,0.0,0.0,0.0,two
0.3333333333333333,1.0,0.3333333333333333,0.25,0.8637096181981343,0.9655172413793104,0.0,0.75,0.0,0.0,1.0,1.0,four
0.0,0.0,0.3333333333333333,0.25,0.16303699092112608,0.27586206896551724,0.0,0.5,1.0,1.0,0.0,0.0,two
0.3333333333333333,0.0,0.0,0.75,0.8132945841768228,0.13793103448275862,1.0,0.5,0.0,0.0,0.0,0.0,one
0.0,1.0,0.0,0.75,0.854323791861626,0.4827586206896552,0.0,0.75,1.0,0.0,1.0,0.0,three
0.3333333333333333,0.0,0.0,0.75,0.9153385459515344,0.5862068965517241,0.0,0.75,0.0,1.0,0.0,0.0,four
1.0,0.0,0.0,0.5,0.26553712645173555,0.10344827586206896,0.0,0.75,0.0,0.0,0.0,0.0,two
1.0,1.0,0.3333333333333333,0.75,0.9049392059493108,0.6206896551724138,1.0,0.25,1.0,1.0,0.0,0.0,three
0.6666666666666666,1.0,0.0,0.0,0.32097843138599585,0.6551724137931034,0.0,0.25,0.0,0.0,0.0,0.0,four
1.0,1.0,1.0,0.25,0.5529199850808707,0.8620689655172413,0.0,0.75,0.0,1.0,0.0,0.0,four
0.6666666666666666,0.0,1.0,0.25,0.05051259603714004,0.20689655172413793,0.0,0.25,0.0,1.0,0.0,0.0,three
1.0,1.0,0.6666666666666666,0.5,0.04387862924817129,0.8620689655172413,0.0,0.5,0.0,0.0,0.0,0.0,four
0.0,1.0,0.3333333333333333,0.25,0.7211483364625094,0.2413793103448276,0.0,0.0,1.0,1.0,0.0,0.0,two
1.0,0.0,0.6666666666666666,0.25,0.4449380055710965,0.5517241379310345,0.0,0.25,0.0,1.0,0.0,0.0,four
0.6666666666666666,1.0,0.0,0.5,0.25653408961499147,0.41379310344827586,0.0,0.75,1.0,1.0,0.0,0.0,three
0.6666666666666666,1.0,0.6666666666666666,0.75,0.19057946381137503,0.7931034482758621,0.0,0.75,0.0,0.0,0.0,0.0,four
0.3333333333333333,1.0,0.0,0.25,0.6706706805418642,0.6896551724137931,1.0,0.25,1.0,0.0,1.0,1.0,four
0.0,0.0,0.6666666666666666,0.25,0.00034910082010660543,0.9310344827586207,0.0,0.25,0.0,0.0,1.0,0.0,four
1.0,0.0,0.0,0.25,0.806764586760289,0.7586206896551724,0.0,0.0,1.0,0.0,1.0,0.0,four
0.3333333333333333,0.0,0.6666666666666666,0.25,0.07928778426950904,0.3448275862068966,0.0,0.5,0.0,0.0,1.0,1.0,three
1.0,0.0,1.0,0.25,0.19165680075578775,0.896551724137931,0.0,0.25,0.0,0.0,0.0,1.0,four
1.0,1.0,0.0,0.5,0.3866274563139669,0.0,0.0,0.5,1.0,1.0,0.0,0.0,zero
0.3333333333333333,0.0,0.0,0.5,0.48536316972331783,0.034482758620689655,1.0,0.75,0.0,0.0,0.0,0.0,zero
0.3333333333333333,0.0,1.0,0.5,0.35535024538423793,0.5517241379310345,1.0,0.75,0.0,1.0,0.0,0.0,three
0.3333333333333333,1.0,0.0,0.25,0.32102788816980216,0.13793103448275862,0.0,0.25,1.0,1.0,0.0,0.0,two
0.3333333333333333,1.0,0.6666666666666666,0.75,0.9649710815472786,1.0,0.0,0.75,0.0,0.0,0.0,1.0,four
0.3333333333333333,1.0,0.3333333333333333,0.25,0.6422642657166827,1.0,0.0,1.0,0.0,0.0,1.0,0.0,four
1.0,0.0,0.0,0.5,0.0234069747180225,0.1724137931034483,0.0,0.5,0.0,1.0,0.0,0.0,two
0.3333333333333333,0.0,0.0,0.75,0.4306174634406494,0.8620689655172413,0.0,0.5,1.0,0.0,1.0,1.0,four
0.0,0.0,0.0,0.25,0.8759615852941556,0.8275862068965517,0.0,0.5,0.0,0.0,0.0,0.0,four
0.6666666666666666,1.0,0.6666666666666666,0.25,0.3017498040375057,0.7931034482758621,1.0,0.25,1.0,1.0,0.0,1.0,four
0.3333333333333333,1.0,0.0,0.75,0.09461212891581469,0.20689655172413793,0.0,0.75,1.0,0.0,1.0,1.0,two
0.3333333333333333,0.0,0.3333333333333333,0.25,0.7592035795899063,0.9310344827586207,0.0,0.75,1.0,1.0,0.0,0.0,four
1.0,1.0,0.0,0.5,0.606657533847487,0.6896551724137931,1.0,0.5,0.0,1.0,0.0,0.0,four
0.3333333333333333,1.0,0.3333333333333333,0.0,0.5709151462251384,1.0,0.0,0.75,1.0,0.0,0.0,0.0,four
0.3333333333333333,1.0,0.6666666666666666,0.5,0.05358522387479184,0.4827586206896552,0.0,0.75,0.0,1.0,1.0,1.0,three
0.3333333333333333,0.0,1.0,0.25,0.14060758860285438,0.6206896551724138,0.0,0.0,1.0,0.0,0.0,1.0,four
1.0,1.0,0.0,0.0,0.6232120909622384,0.5172413793103449,0.0,0.25,0.0,1.0,0.0,0.0,four
0.3333333333333333,1.0,0.6666666666666666,0.5,0.20800982648227562,0.8275862068965517,1.0,0.75,1.0,1.0,0.0,0.0,four
0.6666666666666666,0.0,0.6666666666666666,0.25,0.504596602589263,0.41379310344827586,1.0,1.0,0.0,0.0,0.0,0.0,two
1.0,0.0,0.3333333333333333,0.25,0.5454551142894715,0.13793103448275862,1.0,0.75,0.0,0.0,0.0,0.0,one
0.6666666666666666,1.0,1.0,0.0,0.2837801722047168,0.06896551724137931,1.0,1.0,0.0,0.0,1.0,0.0,zero
1.0,1.0,0.0,0.25,0.9494624252835894,0.06896551724137931,0.0,0.5,0.0,0.0,0.0,0.0,one
0.3333333333333333,0.0,0.0,0.25,0.8433795762604834,0.6206896551724138,1.0,0.25,0.0,1.0,1.0,0.0,four
0.6666666666666666,0.0,0.6666666666666666,0.0,0.7231509357468778,0.4482758620689655,1.0,0.5,0.0,0.0,0.0,0.0,three
1.0,1.0,0.0,0.75,0.07803059082285325,0.5172413793103449,0.0,0.0,0.0,0.0,0.0,1.0,four
0.0,1.0,0.6666666666666666,0.0,0.10619908247654544,0.7241379310344828,0.0,0.75,1.0,0.0,1.0,0.0,four
0.3333333333333333,1.0,0.6666666666666666,0.5,0.49329487651246784,0.5517241379310345,0.0,1.0,0.0,0.0,0.0,0.0,four
1.0,1.0,0.0,0.25,0.1608451743869724,0.896551724137931,0.0,0.75,0.0,1.0,0.0,0.0,four
0.0,0.0,0.6666666666666666,0.25,0.9793370258061794,0.10344827586206896,0.0,0.5,1.0,0.0,1.0,1.0,zero
1.0,1.0,0.0,0.75,0.15864955348483364,0.41379310344827586,1.0,0.25,1.0,1.0,0.0,0.0,three
0.0,1.0,0.3333333333333333,0.25,0.48797526880487835,0.2413793103448276,1.0,0.25,0.0,1.0,1.0,0.0,two
0.3333333333333333,0.0,0.3333333333333333,1.0,0.364486685387828,0.6206896551724138,0.0,0.5,0.0,0.0,0.0,0.0,four
0.6666666666666666,1.0,1.0,0.25,0.6400684445846498,0.13793103448275862,0.0,0.75,0.0,0.0,0.0,0.0,one
0.0,0.0,0.0,0.5,0.1291318126907409,0.034482758620689655,1.0,0.5,1.0,0.0,1.0,0.0,one
1.0,1.0,0.0,0.5,0.43075817499862473,0.4827586206896552,0.0,1.0,1.0,0.0,0.0,0.0,two
0.3333333333333333,1.0,0.3333333333333333,0.75,0.2749679043994362,0.034482758620689655,0.0,0.75,1.0,0.0,0.0,0.0,zero
0.0,0.0,0.6666666666666666,0.5,0.8887190327574606,0.3448275862068966,1.0,0.25,0.0,1.0,0.0,0.0,two
1.0,0.0,0.3333333333333333,0.5,0.04057944128551197,0.41379310344827586,1.0,0.25,1.0,1.0,0.0,0.0,three
1.0,1.0,0.0,0.25,0.9147248913840427,0.7586206896551724,1.0,0.75,0.0,0.0,0.0,0.0,four
1.0,1.0,0.0,0.25,0.8338987408392947,0.3103448275862069,0.0,0.25,0.0,0.0,0.0,0.0,three
0.0,1.0,0.0,0.75,0.2978598377727388,0.06896551724137931,0.0,0.75,0.0,0.0,0.0,0.0,one
0.0,0.0,0.6666666666666666,0.25,0.7901450049874764,0.13793103448275862,1.0,0.5,0.0,1.0,0.0,0.0,zero
0.0,1.0,0.0,0.25,0.031196518282466015,0.06896551724137931,0.0,0.25,1.0,0.0,0.0,0.0,three
0.6666666666666666,0.0,0.0,0.5,0.9679240219658201,0.1724137931034483,1.0,0.5,1.0,0.0,0.0,0.0,one
0.0,0.0,1.0,0.25,0.5271473442232699,0.41379310344827586,0.0,0.5,1.0,0.0,0.0,0.0,three
0.0,1.0,0.0,1.0,0.303576751647404,0.3103448275862069,0.0,0.75,0.0,1.0,0.0,0.0,three
0.0,0.0,1.0,0.5,0.3629470676757519,0.6206896551724138,0.0,0.0,1.0,0.0,1.0,1.0,four
0.6666666666666666,1.0,0.3333333333333333,0.5,0.0664287701924965,0.2413793103448276,0.0,0.75,1.0,0.0,0.0,0.0,two
0.0,1.0,0.6666666666666666,0.75,0.9904338165865139,0.5862068965517241,1.0,0.75,0.0,0.0,0.0,0.0,three
1.0,1.0,0.0,0.0,0.03928420415900516,0.06896551724137931,0.0,0.75,1.0,0.0,0.0,0.0,one
0.0,1.0,0.0,0.25,0.6556069851600115,0.7931034482758621,1.0,0.0,1.0,1.0,0.0,0.0,four
1.0,1.0,0.6666666666666666,0.5,0.44319195083835505,0.7931034482758621,1.0,0.75,0.0,0.0,0.0,0.0,four
1.0,0.0,0.6666666666666666,0.25,0.9499540397307169,0.5517241379310345,0.0,0.5,1.0,0.0,1.0,0.0,three
1.0,0.0,0.6666666666666666,0.5,0.246229608525028,0.2413793103448276,1.0,0.5,1.0,1.0,0.0,0.0,three
0.6666666666666666,1.0,0.0,0.75,0.5326455069387919,0.3103448275862069,0.0,0.75,1.0,0.0,0.0,0.0,two
0.6666666666666666,1.0,0.6666666666666666,0.5,0.4828577431177607,0.034482758620689655,1.0,0.5,1.0,0.0,0.0,1.0,zero
0.6666666666666666,0.0,0.6666666666666666,0.25,0.7036214629827237,0.3793103448275862,0.0,0.75,0.0,1.0,0.0,0.0,three
0.0,0.0,0.3333333333333333,1.0,0.0680355149765203,0.7586206896551724,0.0,0.25,1.0,1.0,0.0,1.0,four
1.0,0.0,0.6666666666666666,0.5,0.19395899401898292,0.1724137931034483,0.0,0.75,1.0,0.0,0.0,0.0,two
0.6666666666666666,0.0,0.6666666666666666,0.5,0.2147585250004793,0.034482758620689655,0.0,0.25,0.0,1.0,1.0,0.0,two
0.6666666666666666,1.0,0.3333333333333333,0.25,0.7389463212187073,0.6896551724137931,1.0,0.75,0.0,1.0,0.0,0.0,four
0.0,1.0,0.0,0.75,0.18930319846732027,0.7586206896551724,0.0,1.0,1.0,0.0,0.0,1.0,four
0.6666666666666666,0.0,0.0,0.5,0.5740980506768847,0.7931034482758621,0.0,0.5,0.0,0.0,0.0,0.0,four
0.0,1.0,0.0,0.5,0.21543830549044887,0.06896551724137931,0.0,0.5,1.0,0.0,0.0,0.0,one
0.3333333333333333,0.0,0.0,0.75,0.8625624510782055,0.5517241379310345,1.0,0.75,1.0,1.0,0.0,0.0,two
0.6666666666666666,1.0,0.0,0.25,0.9432155529371048,0.9655172413793104,0.0,0.0,0.0,1.0,1.0,1.0,four
0.3333333333333333,0.0,0.0,0.5,0.5190360312192445,0.20689655172413793,0.0,0.5,0.0,0.0,0.0,0.0,two
0.0,1.0,0.0,0.75,0.35266095767855865,0.9655172413793104,0.0,0.5,0.0,0.0,0.0,0.0,four
1.0,0.0,0.0,0.25,0.23427393161458326,0.6896551724137931,0.0,0.75,0.0,0.0,0.0,1.0,four
0.6666666666666666,0.0,0.6666666666666666,0.5,0.0497853110048302,0.13793103448275862,1.0,0.75,1.0,0.0,0.0,1.0,one
0.0,1.0,1.0,0.75,0.2687558219970259,0.7586206896551724,1.0,0.75,0.0,0.0,0.0,0.0,four
1.0,0.0,0.0,0.5,0.6549349135209591,0.0,1.0,0.75,0.0,0.0,1.0,1.0,zero
1.0,1.0,1.0,0.5,0.5341774157999507,0.2413793103448276,0.0,0.75,1.0,0.0,0.0,0.0,two
0.3333333333333333,1.0,0.3333333333333333,0.75,0.9450735361805658,0.3793103448275862,1.0,0.5,1.0,0.0,0.0,0.0,three
0.0,0.0,0.0,0.75,0.3966798479674438,0.4482758620689655,0.0,0.5,0.0,1.0,0.0,0.0,four
1.0,1.0,0.0,0.25,0.694608014191494,0.5172413793103449,1.0,0.5,1.0,1.0,0.0,0.0,two
0.6666666666666666,1.0,0.3333333333333333,0.0,0.48983230095634306,0.3103448275862069,0.0,1.0,0.0,1.0,0.0,0.0,three
0.6666666666666666,1.0,0.6666666666666666,0.5,0.51311248009402,0.4827586206896552,0.0,0.75,1.0,0.0,0.0,0.0,three
0.3333333333333333,1.0,0.6666666666666666,0.5,0.2680291877118714,0.6896551724137931,0.0,0.5,0.0,1.0,0.0,0.0,four
1.0,1.0,0.0,0.5,0.4554208414390984,0.7931034482758621,0.0,0.75,0.0,1.0,0.0,0.0,four
0.0,0.0,0.0,0.5,0.4712732423732308,0.8620689655172413,0.0,0.5,1.0,0.0,0.0,1.0,four
0.6666666666666666,1.0,0.0,0.25,0.7074018534380249,0.4827586206896552,1.0,0.75,0.0,0.0,0.0,0.0,three
1.0,1.0,0.0,0.5,0.9416683264890584,0.3103448275862069,0.0,0.5,0.0,1.0,0.0,0.0,two
1.0,1.0,0.0,0.25,0.3296469341274184,0.6896551724137931,1.0,0.25,1.0,0.0,0.0,0.0,four
0.3333333333333333,1.0,0.0,0.5,0.042196047391812916,0.9310344827586207,0.0,0.75,1.0,0.0,0.0,0.0,four
0.6666666666666666,1.0,0.6666666666666666,0.5,0.49681271551932354,0.20689655172413793,0.0,0.75,0.0,0.0,0.0,0.0,two
0.6666666666666666,0.0,1.0,0.25,0.5450342811098563,0.8620689655172413,1.0,0.5,1.0,0.0,1.0,0.0,four
0.0,1.0,0.0,0.25,0.16858125656973055,0.06896551724137931,0.0,0.5,1.0,0.0,0.0,0.0,two
0.6666666666666666,0.0,1.0,0.5,0.7612858203145942,0.034482758620689655,0.0,0.75,1.0,0.0,0.0,1.0,one
0.0,0.0,0.0,0.5,0.9860083354703703,0.1724137931034483,1.0,0.75,0.0,0.0,0.0,0.0,one
0.6666666666666666,0.0,0.0,0.25,0.9468089286714542,0.6896551724137931,0.0,0.75,1.0,0.0,0.0,0.0,four
0.3333333333333333,0.0,0.0,1.0,0.19727970669524217,0.27586206896551724,0.0,0.5,1.0,1.0,0.0,0.0,three
0.6666666666666666,1.0,0.3333333333333333,0.5,0.8763165428386602,0.3103448275862069,1.0,1.0,1.0,1.0,0.0,0.0,one
0.0,0.0,1.0,1.0,0.7052505333999232,0.10344827586206896,0.0,0.75,0.0,0.0,0.0,0.0,two
0.0,0.0,0.3333333333333333,0.5,0.4543153221371118,0.896551724137931,1.0,0.75,1.0,0.0,0.0,0.0,four
0.3333333333333333,1.0,0.0,0.5,0.5411795052489516,0.06896551724137931,0.0,0.75,0.0,0.0,0.0,0.0,two
0.6666666666666666,1.0,0.3333333333333333,0.75,0.8505238289341909,0.27586206896551724,0.0,0.25,1.0,0.0,0.0,0.0,two
0.6666666666666666,1.0,0.0,0.5,0.48063393985804803,0.7931034482758621,0.0,0.0,1.0,1.0,0.0,0.0,four
0.3333333333333333,0.0,0.6666666666666666,0.5,0.373583429814942,0.7241379310344828,1.0,0.75,0.0,0.0,0.0,0.0,four
0.6666666666666666,1.0,0.3333333333333333,0.25,0.4937615623377982,0.5517241379310345,0.0,0.5,0.0,0.0,0.0,1.0,four
0.6666666666666666,1.0,0.0,0.5,0.579742581444886,0.4482758620689655,1.0,0.75,0.0,0.0,0.0,0.0,three
0.0,0.0,0.3333333333333333,0.25,0.1892420782921912,0.3103448275862069,0.0,0.5,1.0,0.0,0.0,0.0,three
0.6666666666666666,1.0,0.3333333333333333,0.25,0.9018904054690393,0.41379310344827586,0.0,0.5,0.0,0.0,0.0,0.0,three
0.6666666666666666,1.0,0.0,0.0,0.6749089967646353,0.3793103448275862,1.0,0.25,1.0,0.0,1.0,0.0,two
0.3333333333333333,1.0,0.3333333333333333,0.0,0.6339439127033705,0.896551724137931,0.0,0.75,1.0,1.0,0.0,0.0,four
0.3333333333333333,1.0,0.0,1.0,0.09955770718150043,0.0,0.0,0.25,1.0,0.0,0.0,1.0,one
1.0,0.0,0.6666666666666666,0.25,0.6048155189380688,0.9310344827586207,0.0,0.75,1.0,0.0,1.0,0.0,four
0.0,1.0,0.6666666666666666,0.5,0.12104677986029662,0.7241379310344828,0.0,0.5,0.0,0.0,0.0,0.0,four
0.6666666666666666,1.0,0.6666666666666666,0.75,0.07873524987714645,0.9655172413793104,0.0,0.75,1.0,0.0,0.0,0.0,four
0.6666666666666666,0.0,0.3333333333333333,0.5,0.5278641171861473,0.6206896551724138,0.0,0.25,0.0,0.0,1.0,0.0,four
1.0,1.0,0.3333333333333333,0.25,0.403195629061507,0.6206896551724138,0.0,0.25,0.0,0.0,0.0,0.0,four
0.6666666666666666,0.0,0.0,0.5,0.58943415882946,0.1724137931034483,0.0,0.75,0.0,1.0,0.0,1.0,two
0.0,1.0,0.6666666666666666,0.5,0.08927179741420112,0.41379310344827586,0.0,0.5,1.0,0.0,0.0,0.0,three
1.0,0.0,0.0,0.5,0.43142554123516924,0.6206896551724138,0.0,0.25,1.0,0.0,0.0,0.0,four
0.0,0.0,0.0,0.5,0.1749347012772715,0.41379310344827586,1.0,1.0,0.0,0.0,0.0,0.0,three
1.0,0.0,0.0,1.0,0.9881818309692274,0.896551724137931,1.0,0.25,1.0,0.0,0.0,0.0,four
1.0,0.0,0.0,0.5,0.5617423144383223,0.8620689655172413,0.0,0.5,1.0,0.0,0.0,0.0,four
0.3333333333333333,1.0,0.3333333333333333,0.25,0.6881741271240576,0.7241379310344828,0.0,0.25,0.0,0.0,0.0,0.0,four
0.0,0.0,0.0,0.5,0.32573944774693064,0.6896551724137931,1.0,0.5,1.0,0.0,1.0,1.0,four
0.6666666666666666,1.0,0.6666666666666666,0.0,0.09479488875152006,0.10344827586206896,0.0,0.5,0.0,0.0,1.0,0.0,two
0.6666666666666666,0.0,0.0,0.75,0.9769396732858832,0.7931034482758621,0.0,0.25,0.0,0.0,1.0,1.0,four
0.0,0.0,0.0,0.25,0.2865351853730861,0.034482758620689655,0.0,0.75,1.0,0.0,0.0,0.0,one
0.6666666666666666,0.0,0.3333333333333333,0.25,0.4242424439620351,0.4827586206896552,1.0,0.5,0.0,0.0,0.0,0.0,four
0.6666666666666666,1.0,0.0,0.75,0.6505579881540992,0.3793103448275862,0.0,0.75,0.0,0.0,0.0,0.0,three
0.0,0.0,0.0,0.5,0.024672778050118246,1.0,1.0,0.25,1.0,0.0,0.0,0.0,four
